,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
171_KF112524.1,1487308,KF112524.1,755,23-APR-2014,Xerocomellus sp. HKAS 56311,"location: [0:755]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,sp. HKAS 56311
172_KF112547.1,1487307,KF112547.1,765,23-APR-2014,Xerocomellus sp. HKAS 51292,"location: [0:765]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,sp. HKAS 51292
173_KF112549.1,1487305,KF112549.1,755,23-APR-2014,Xerocomellus sp. HKAS 50466,"location: [0:755]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,sp. HKAS 50466
174_KF112550.1,1487304,KF112550.1,697,23-APR-2014,Xerocomellus aff. rubellus HKAS 51239,"location: [0:697]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,aff. rubellus HKAS 51239
175_KF112555.1,1487303,KF112555.1,753,23-APR-2014,Veloporphyrellus aff. velatus HKAS 57490,"location: [0:753]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Veloporphyrellus,aff. velatus HKAS 57490
176_KF112583.1,1487302,KF112583.1,724,23-APR-2014,Tylopilus sp. HKAS 74928,"location: [0:724]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 74928
177_KF112577.1,1487301,KF112577.1,746,23-APR-2014,Tylopilus sp. HKAS 74925,"location: [0:746]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 74925
178_KF112556.1,1487299,KF112556.1,759,23-APR-2014,Tylopilus sp. HKAS 53590,"location: [0:759]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 53590
179_KF112615.1,1487297,KF112615.1,742,23-APR-2014,Tylopilus sp. HKAS 53367,"location: [0:742]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 53367
180_KF112574.1,1487295,KF112574.1,737,23-APR-2014,Tylopilus sp. HKAS 50229,"location: [0:737]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 50229
181_KF112581.1,1487294,KF112581.1,754,23-APR-2014,Tylopilus sp. HKAS 46334,"location: [0:754]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,sp. HKAS 46334
182_KF112619.1,1487292,KF112619.1,743,23-APR-2014,Tylopilus aff. balloui HKAS 59700,"location: [0:743]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,aff. balloui HKAS 59700
183_KF112585.1,1487291,KF112585.1,717,23-APR-2014,Sutorius aff. eximius HKAS 56291,"location: [0:717]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Sutorius,aff. eximius HKAS 56291
184_KF112584.1,1487290,KF112584.1,757,23-APR-2014,Sutorius aff. eximius HKAS 52672,"location: [0:757]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Sutorius,aff. eximius HKAS 52672
185_KF112646.1,1487289,KF112646.1,694,23-APR-2014,Suillus aff. luteus HKAS 57748,"location: [0:694]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Suillus,aff. luteus HKAS 57748
186_KF112645.1,1487288,KF112645.1,694,23-APR-2014,Suillus aff. granulatus HKAS 57622,"location: [0:694]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Suillus,aff. granulatus HKAS 57622
187_KF112601.1,1487287,KF112601.1,742,23-APR-2014,Strobilomyces sp. HKAS 74911,"location: [0:742]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 74911
188_KF112603.1,1487286,KF112603.1,753,23-APR-2014,Strobilomyces sp. HKAS 74865,"location: [0:753]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 74865
189_KF112599.1,1487285,KF112599.1,744,23-APR-2014,Strobilomyces sp. HKAS 74809,"location: [0:744]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 74809
190_KF112605.1,1487283,KF112605.1,717,23-APR-2014,Strobilomyces sp. HKAS 59435,"location: [0:717]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 59435
191_KF112600.1,1487282,KF112600.1,705,23-APR-2014,Strobilomyces sp. HKAS 59420,"location: [0:705]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 59420
192_KF112602.1,1487281,KF112602.1,718,23-APR-2014,Strobilomyces sp. HKAS 53348,"location: [0:718]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,sp. HKAS 53348
193_KF112604.1,1487280,KF112604.1,756,23-APR-2014,Strobilomyces aff. verruculosus HKAS 55389,"location: [0:756]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,aff. verruculosus HKAS 55389
194_KF112606.1,1487279,KF112606.1,720,23-APR-2014,Strobilomyces aff. seminudus HKAS 59461,"location: [0:720]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Strobilomyces,aff. seminudus HKAS 59461
195_KF112536.1,1487277,KF112536.1,767,23-APR-2014,Retiboletus aff. ornatipes HKAS 63548,"location: [0:767]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Retiboletus,aff. ornatipes HKAS 63548
196_KF112545.1,1487276,KF112545.1,755,23-APR-2014,Pulveroboletus sp. HKAS 74933,"location: [0:755]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Pulveroboletus,sp. HKAS 74933
197_KF112543.1,1487275,KF112543.1,720,23-APR-2014,Pulveroboletus sp. HKAS 58860,"location: [0:720]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Pulveroboletus,sp. HKAS 58860
198_KF112544.1,1487274,KF112544.1,758,23-APR-2014,Pulveroboletus sp. HKAS 57665,"location: [0:758]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Pulveroboletus,sp. HKAS 57665
199_KF112542.1,1487273,KF112542.1,719,23-APR-2014,Pulveroboletus aff. ravenelii HKAS 53351,"location: [0:719]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Pulveroboletus,aff. ravenelii HKAS 53351
200_KF112610.1,1487270,KF112610.1,654,23-APR-2014,Porphyrellus sp. HKAS 53366,"location: [0:654]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Porphyrellus,sp. HKAS 53366
201_KF112554.1,1487269,KF112554.1,757,23-APR-2014,Porphyrellus holophaeus,"location: [0:757]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Porphyrellus,holophaeus
203_KF112639.1,1487267,KF112639.1,708,23-APR-2014,Phylloporus sp. HKAS 53422,"location: [0:708]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Phylloporus,sp. HKAS 53422
205_KF112594.1,1487265,KF112594.1,753,23-APR-2014,Leccinum sp. HKAS 57592,"location: [0:753]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinum,sp. HKAS 57592
206_KF112589.1,1487264,KF112589.1,733,23-APR-2014,Leccinum sp. HKAS 52538,"location: [0:733]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinum,sp. HKAS 52538
207_KF112590.1,1487263,KF112590.1,690,23-APR-2014,Leccinum aff. scabrum HKAS 57266,"location: [0:690]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinum,aff. scabrum HKAS 57266
208_KF112534.1,1487262,KF112534.1,749,23-APR-2014,Leccinum aff. extremiorientale HKAS 68586,"location: [0:749]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinum,aff. extremiorientale HKAS 68586
209_KF112596.1,1487260,KF112596.1,748,23-APR-2014,Leccinellum sp. HKAS 53427,"location: [0:748]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinellum,sp. HKAS 53427
210_KF112595.1,1487259,KF112595.1,749,23-APR-2014,Leccinellum aff. crocipodium HKAS 76658,"location: [0:749]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Leccinellum,aff. crocipodium HKAS 76658
211_KF112643.1,1487258,KF112643.1,681,23-APR-2014,Gyroporus sp. HKAS 63505,"location: [0:681]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Gyroporus,sp. HKAS 63505
212_KF112641.1,1487256,KF112641.1,784,23-APR-2014,Gyrodon sp. HKAS 59448,"location: [0:784]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Gyrodon,sp. HKAS 59448
213_KF112640.1,1487255,KF112640.1,773,23-APR-2014,Gyrodon sp. HKAS 57588,"location: [0:773]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Gyrodon,sp. HKAS 57588
214_KF112496.1,1487254,KF112496.1,761,23-APR-2014,Gastroboletus sp. HKAS 57093,"location: [0:761]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Gastroboletus,sp. HKAS 57093
215_KF112527.1,1487251,KF112527.1,760,23-APR-2014,Boletus sp. HKAS 76850,"location: [0:760]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 76850
216_KF112540.1,1487249,KF112540.1,747,23-APR-2014,Boletus sp. HKAS 76660,"location: [0:747]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 76660
217_KF112520.1,1487248,KF112520.1,752,23-APR-2014,Boletus sp. HKAS 75081,"location: [0:752]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 75081
218_KF112563.1,1487247,KF112563.1,760,23-APR-2014,Boletus sp. HKAS 75054,"location: [0:760]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 75054
219_KF112508.1,1487246,KF112508.1,761,23-APR-2014,Boletus sp. HKAS 74864,"location: [0:761]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 74864
220_KF112521.1,1487245,KF112521.1,757,23-APR-2014,Boletus sp. HKAS 74765,"location: [0:757]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 74765
221_KF112505.1,1487244,KF112505.1,751,23-APR-2014,Boletus sp. HKAS 68679,"location: [0:751]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 68679
222_KF112497.1,1487243,KF112497.1,754,23-APR-2014,Boletus sp. HKAS 68587,"location: [0:754]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 68587
223_KF112564.1,1487242,KF112564.1,719,23-APR-2014,Boletus sp. HKAS 67896,"location: [0:719]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 67896
224_KF112519.1,1487241,KF112519.1,752,23-APR-2014,Boletus sp. HKAS 63607,"location: [0:752]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 63607
225_KF112502.1,1487240,KF112502.1,758,23-APR-2014,Boletus sp. HKAS 63598,"location: [0:758]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sp. HKAS 63598
