,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
135_KF112347.1,1487341,KF112347.1,835,11-AUG-2014,Heimioporus japonicus,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Heimioporus,japonicus
136_KF112321.1,1487333,KF112321.1,834,11-AUG-2014,Boletus sinensis,"location: [0:834]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],,False,Boletus,sinensis
137_KF112434.1,1487332,KF112434.1,839,11-AUG-2014,Crocinoboletus rufoaureus,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Crocinoboletus,rufoaureus
138_KF112378.1,1487330,KF112378.1,833,11-AUG-2014,Parvixerocomus aokii,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Parvixerocomus,aokii
139_KF112345.1,1487329,KF112345.1,835,11-AUG-2014,Heimioporus sp. HKAS 53451,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Heimioporus,sp. HKAS 53451
140_KF112346.1,1487328,KF112346.1,835,11-AUG-2014,Heimioporus aff. japonicus HKAS 52236,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Heimioporus,aff. japonicus HKAS 52236
141_KF112394.1,1487323,KF112394.1,843,11-AUG-2014,Xerocomus sp. HKAS 76853,"location: [0:843]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 76853
142_KF112390.1,1487322,KF112390.1,842,11-AUG-2014,Xerocomus sp. HKAS 76666,"location: [0:842]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 76666
143_KF112388.1,1487321,KF112388.1,833,11-AUG-2014,Xerocomus sp. HKAS 76657,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 76657
144_KF112373.1,1487318,KF112373.1,835,11-AUG-2014,Xerocomus sp. HKAS 74712,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 74712
145_KF112397.1,1487316,KF112397.1,841,11-AUG-2014,Xerocomus sp. HKAS 53387,"location: [0:841]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 53387
146_KF112393.1,1487314,KF112393.1,841,11-AUG-2014,Xerocomus sp. HKAS 52575,"location: [0:841]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 52575
147_KF112374.1,1487313,KF112374.1,835,11-AUG-2014,Xerocomus sp. HKAS 52557,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,sp. HKAS 52557
148_KF112389.1,1487312,KF112389.1,812,11-AUG-2014,Xerocomus aff. subtomentosus HKAS 58865,"location: [0:812]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,aff. subtomentosus HKAS 58865
149_KF112418.1,1487311,KF112418.1,855,11-AUG-2014,Xerocomus aff. macrobbii HKAS 56280,"location: [0:855]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,aff. macrobbii HKAS 56280
150_KF112370.1,1487310,KF112370.1,840,11-AUG-2014,Xerocomellus sp. HKAS 76673,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,sp. HKAS 76673
151_KF112371.1,1487309,KF112371.1,841,11-AUG-2014,Xerocomellus sp. HKAS 59608,"location: [0:841]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,sp. HKAS 59608
152_KF112340.1,1487308,KF112340.1,838,11-AUG-2014,Xerocomellus sp. HKAS 56311,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,sp. HKAS 56311
153_KF112369.1,1487307,KF112369.1,839,11-AUG-2014,Xerocomellus sp. HKAS 51292,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,sp. HKAS 51292
154_KF112372.1,1487305,KF112372.1,839,11-AUG-2014,Xerocomellus sp. HKAS 50466,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,sp. HKAS 50466
155_KF112425.1,1487304,KF112425.1,796,11-AUG-2014,Xerocomellus aff. rubellus HKAS 51239,"location: [0:796]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomellus,aff. rubellus HKAS 51239
156_KF112380.1,1487303,KF112380.1,796,11-AUG-2014,Veloporphyrellus aff. velatus HKAS 57490,"location: [0:796]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Veloporphyrellus,aff. velatus HKAS 57490
157_KF112483.1,1487302,KF112483.1,821,11-AUG-2014,Tylopilus sp. HKAS 74928,"location: [0:821]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 74928
158_KF112473.1,1487301,KF112473.1,836,11-AUG-2014,Tylopilus sp. HKAS 74925,"location: [0:836]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 74925
159_KF112381.1,1487299,KF112381.1,835,11-AUG-2014,Tylopilus sp. HKAS 53590,"location: [0:835]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 53590
160_KF112439.1,1487297,KF112439.1,838,11-AUG-2014,Tylopilus sp. HKAS 53367,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 53367
161_KF112423.1,1487295,KF112423.1,837,11-AUG-2014,Tylopilus sp. HKAS 50229,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 50229
162_KF112471.1,1487294,KF112471.1,883,11-AUG-2014,Tylopilus sp. HKAS 46334,"location: [0:883]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,sp. HKAS 46334
163_KF112458.1,1487292,KF112458.1,846,11-AUG-2014,Tylopilus aff. balloui HKAS 59700,"location: [0:846]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,aff. balloui HKAS 59700
164_KF112400.1,1487291,KF112400.1,838,11-AUG-2014,Sutorius aff. eximius HKAS 56291,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Sutorius,aff. eximius HKAS 56291
165_KF112399.1,1487290,KF112399.1,839,11-AUG-2014,Sutorius aff. eximius HKAS 52672,"location: [0:839]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Sutorius,aff. eximius HKAS 52672
166_KF112430.1,1487289,KF112430.1,859,11-AUG-2014,Suillus aff. luteus HKAS 57748,"location: [0:859]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Suillus,aff. luteus HKAS 57748
167_KF112429.1,1487288,KF112429.1,860,11-AUG-2014,Suillus aff. granulatus HKAS 57622,"location: [0:860]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Suillus,aff. granulatus HKAS 57622
168_KF112460.1,1487287,KF112460.1,840,11-AUG-2014,Strobilomyces sp. HKAS 74911,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 74911
169_KF112467.1,1487286,KF112467.1,831,11-AUG-2014,Strobilomyces sp. HKAS 74865,"location: [0:831]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 74865
170_KF112459.1,1487285,KF112459.1,856,11-AUG-2014,Strobilomyces sp. HKAS 74809,"location: [0:856]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 74809
171_KF112464.1,1487283,KF112464.1,824,11-AUG-2014,Strobilomyces sp. HKAS 59435,"location: [0:824]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 59435
172_KF112463.1,1487282,KF112463.1,843,11-AUG-2014,Strobilomyces sp. HKAS 59420,"location: [0:843]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 59420
173_KF112462.1,1487281,KF112462.1,832,11-AUG-2014,Strobilomyces sp. HKAS 53348,"location: [0:832]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,sp. HKAS 53348
174_KF112461.1,1487280,KF112461.1,812,11-AUG-2014,Strobilomyces aff. verruculosus HKAS 55389,"location: [0:812]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,aff. verruculosus HKAS 55389
175_KF112479.1,1487279,KF112479.1,825,11-AUG-2014,Strobilomyces aff. seminudus HKAS 59461,"location: [0:825]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Strobilomyces,aff. seminudus HKAS 59461
176_KF112416.1,1487277,KF112416.1,833,11-AUG-2014,Retiboletus aff. ornatipes HKAS 63548,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Retiboletus,aff. ornatipes HKAS 63548
177_KF112407.1,1487276,KF112407.1,840,11-AUG-2014,Pulveroboletus sp. HKAS 74933,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Pulveroboletus,sp. HKAS 74933
178_KF112408.1,1487275,KF112408.1,852,11-AUG-2014,Pulveroboletus sp. HKAS 58860,"location: [0:852]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Pulveroboletus,sp. HKAS 58860
179_KF112409.1,1487274,KF112409.1,852,11-AUG-2014,Pulveroboletus sp. HKAS 57665,"location: [0:852]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Pulveroboletus,sp. HKAS 57665
180_KF112406.1,1487273,KF112406.1,838,11-AUG-2014,Pulveroboletus aff. ravenelii HKAS 53351,"location: [0:838]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Pulveroboletus,aff. ravenelii HKAS 53351
181_KF112480.1,1487270,KF112480.1,844,11-AUG-2014,Porphyrellus sp. HKAS 53366,"location: [0:844]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Porphyrellus,sp. HKAS 53366
182_KT990708.1,1487269,KT990708.1,855,06-NOV-2016,Porphyrellus holophaeus,"location: [0:855]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Porphyrellus,holophaeus
183_KF112396.1,1487268,KF112396.1,837,11-AUG-2014,Phylloporus sp. HKAS 63001,"location: [0:837]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Phylloporus,sp. HKAS 63001
184_KF112386.1,1487267,KF112386.1,840,11-AUG-2014,Phylloporus sp. HKAS 53422,"location: [0:840]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Phylloporus,sp. HKAS 53422
185_KF112446.1,1487265,KF112446.1,836,11-AUG-2014,Leccinum sp. HKAS 57592,"location: [0:836]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Leccinum,sp. HKAS 57592
